feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,bag_label,instance_name,bag_name,bag_cnn_prediction,bag_cnn_probability
-2.2506657,0.29476842,-1.3107847,0.9009907,-0.8012173,1.1277106,-3.5782158,0.6072184,0.21787037,0.7666647,0.732706,2.4731004,3.3720171,-1.0581855,0.90889275,2.140037,2.5816364,0.92262316,-0.8599534,0.47791058,2.9894927,0.2775954,3.3320296,-0.7235684,0.52395487,1.0426532,-0.7655758,-2.762207,-1.0583295,-0.50813556,-0.8694693,0.07633193,0,CT-131_slide_41,CQ500-CT-131,1,0.727381797
-5.2205396,0.49745283,-2.983142,1.706412,-1.5271419,2.4165175,-8.520125,0.8768803,0.26838133,1.4122301,2.010732,5.798074,7.8143206,-2.2645867,1.828142,5.0508423,6.076367,1.5749731,-1.1032497,1.0139039,7.2205296,0.831884,8.070267,-1.6221921,0.72159535,2.3701787,-2.010753,-6.371417,-2.5683975,-0.5424855,-2.1989493,0.016076345,0,CT-131_slide_42,CQ500-CT-131,1,0.727381797
-1.9552776,0.25608337,-1.128618,0.82088035,-0.7363984,1.0334322,-3.2439976,0.52319765,0.18140319,0.7151617,0.6773166,2.184117,3.0268333,-1.0096793,0.8293905,1.8634502,2.2847252,0.85246253,-0.7245635,0.44530627,2.680387,0.26377293,3.0191283,-0.7002093,0.49485365,0.97393763,-0.68985933,-2.444896,-0.96984994,-0.45508206,-0.81794536,0.029025596,0,CT-131_slide_43,CQ500-CT-131,1,0.727381797
-5.9004054,0.743112,-3.454443,1.9226285,-1.4009713,2.2869937,-9.262362,0.94476676,0.3260694,1.4586505,1.6260531,6.5109534,8.501921,-2.1336074,1.7534881,5.708557,6.8036995,1.9103726,-1.1473272,1.1925354,8.098558,0.62855905,8.818635,-1.4725076,0.79368067,2.2000556,-1.6854078,-6.948686,-2.2390468,-0.7495596,-2.1251104,0.26326907,0,CT-131_slide_44,CQ500-CT-131,1,0.727381797
-6.6232324,0.4484894,-3.7922359,2.3172326,-2.128113,3.0829506,-10.349586,1.211611,0.24139857,2.0158587,2.1905415,7.224856,9.556774,-2.917475,2.4393883,6.337287,7.5791173,2.0209208,-1.7227598,1.0990506,8.994507,0.9634789,9.904604,-2.0485423,1.167948,2.87475,-2.2784052,-7.8607483,-2.8989267,-0.82894987,-2.6584072,-0.07435539,0,CT-131_slide_45,CQ500-CT-131,1,0.727381797
-6.609573,0.5180397,-3.7727265,2.3845356,-2.2066147,3.2205632,-10.558235,1.169052,0.24158272,1.9791123,2.3663113,7.313598,9.740011,-2.9963849,2.5129132,6.336859,7.666878,1.9923944,-1.638849,1.234367,9.077354,1.0383371,10.046367,-2.1627433,1.1166723,3.0091538,-2.421134,-8.019215,-3.1248274,-0.80156964,-2.7700577,-0.079775244,0,CT-131_slide_46,CQ500-CT-131,1,0.727381797
-2.0721266,0.3770371,-1.255953,0.69830245,-0.43934327,0.81208885,-3.4807718,0.34796825,0.16931473,0.44632477,0.6358793,2.3115103,3.1876855,-0.8341244,0.5836302,2.041595,2.4165828,0.8088639,-0.38692832,0.5040792,2.9061496,0.19546828,3.253269,-0.51055986,0.24032432,0.85593414,-0.66520923,-2.5241978,-0.8735846,-0.2497123,-0.79950225,0.12722963,0,CT-131_slide_47,CQ500-CT-131,1,0.727381797
-7.5249963,0.29500458,-4.232184,2.648306,-2.517936,3.573819,-11.458365,1.1467274,0.12913615,2.3268337,2.5840924,8.026653,10.569122,-3.4087732,2.8900762,7.0441666,8.450915,1.962663,-1.9457508,1.13086,9.999073,1.2744519,10.974762,-2.388879,1.3229616,3.3026679,-2.6448696,-8.683549,-3.408187,-0.7006531,-3.175654,-0.25218433,0,CT-131_slide_48,CQ500-CT-131,1,0.727381797
4.3887076,-0.72457737,2.8170059,-1.2790626,1.1771613,-1.6213529,6.3663125,-1.5432459,-0.7698661,-1.5540003,-1.3960125,-5.1922727,-6.267788,1.5277438,-1.3046646,-4.332906,-5.1933856,-1.963288,1.6827383,-0.9175771,-5.754944,-0.37725866,-6.1199245,1.0902379,-1.1120394,-1.5924833,1.2685568,5.494046,1.6463368,1.2462795,1.2525601,-0.418597,1,CT-133_slide_0,CQ500-CT-133,1,0.899314965
3.6087568,-0.5928151,2.3886597,-1.0743717,1.0025291,-1.378732,5.1878295,-1.4008052,-0.6268136,-1.3351761,-1.1190431,-4.3486333,-5.168587,1.212358,-1.13002,-3.6258693,-4.3091087,-1.6640253,1.5090922,-0.74477667,-4.7326684,-0.27824247,-5.02907,0.8834972,-0.9437606,-1.2903734,1.007673,4.598609,1.306911,1.0978575,0.99808043,-0.36361632,1,CT-133_slide_1,CQ500-CT-133,1,0.899314965
-3.4568737,0.28872648,-2.0696957,1.13975,-1.1708424,1.7220592,-5.435083,0.8420203,0.3369562,1.2007287,1.523356,3.7944915,5.051792,-1.5420369,1.3359777,3.231246,3.951236,1.0860468,-1.1202292,0.7123651,4.5206366,0.6084574,5.00432,-1.1624424,0.64837235,1.6418979,-1.4604874,-4.257671,-1.8518128,-0.5505308,-1.4205234,0.034732867,1,CT-133_slide_2,CQ500-CT-133,1,0.899314965
-3.8120434,0.5688695,-2.2567735,0.9922389,-0.79498005,1.4289887,-6.1848245,0.798301,0.50720745,1.0701826,1.5599787,4.2721505,5.638237,-1.4121366,1.0891311,3.6714284,4.452765,1.2213073,-0.6908924,0.92831844,5.197657,0.53368145,5.688193,-1.0230521,0.53111947,1.5674863,-1.4070424,-4.6171594,-1.8318291,-0.510289,-1.5056487,0.25723013,1,CT-133_slide_3,CQ500-CT-133,1,0.899314965
-3.304977,0.47426006,-1.9488616,0.965557,-0.81690395,1.348705,-5.3036084,0.7579098,0.3975825,0.9660664,1.2842681,3.6276486,4.8718557,-1.2616673,1.0326087,3.1625361,3.7623458,1.1112155,-0.7770034,0.82296747,4.4461956,0.44221535,4.8618784,-0.8915881,0.5481852,1.373067,-1.2241285,-4.004836,-1.5536264,-0.51794404,-1.2590969,0.23874824,1,CT-133_slide_4,CQ500-CT-133,1,0.899314965
4.683478,-0.77229273,3.0027366,-1.3835098,1.2720251,-1.7336047,6.801844,-1.6884512,-0.8240168,-1.6750538,-1.4528078,-5.5484133,-6.706438,1.6383591,-1.3987857,-4.6361246,-5.5425296,-2.1338835,1.8452419,-0.9653878,-6.1512504,-0.3719113,-6.551883,1.1631981,-1.2172772,-1.6918129,1.3262264,5.877391,1.7309086,1.380079,1.3139132,-0.45707032,1,CT-133_slide_5,CQ500-CT-133,1,0.899314965
4.195975,-0.63763726,2.7293081,-1.3219242,1.26139,-1.6565365,5.987921,-1.6267344,-0.68579566,-1.6127877,-1.2597238,-4.9750276,-5.958757,1.4990216,-1.3809947,-4.1618834,-4.9316835,-1.9277966,1.8132119,-0.82977575,-5.4682803,-0.33656338,-5.8026147,1.0737168,-1.1887051,-1.534632,1.1578486,5.2669625,1.5274322,1.2916893,1.1744144,-0.37787998,1,CT-133_slide_6,CQ500-CT-133,1,0.899314965
-6.180166,0.41943803,-3.5310662,2.1333542,-1.9811956,2.9251099,-9.982353,1.3788968,0.3800955,1.9221734,2.1543522,6.808121,9.129353,-2.7288337,2.23659,6.052025,7.135739,2.1126106,-1.7231961,0.9249279,8.576782,0.8712637,9.55894,-1.9396653,1.164549,2.719763,-2.2861958,-7.532114,-2.7666183,-0.95588464,-2.3631213,-0.054582875,1,CT-133_slide_7,CQ500-CT-133,1,0.899314965
-5.740439,1.3715603,-3.5049438,1.0050807,0.17490336,0.78649807,-9.195324,0.97311497,0.78971416,0.5880594,0.9433405,6.4551287,8.135055,-0.79381937,0.4124714,5.6929016,6.6627107,2.1139536,-0.13795349,1.2729642,8.164984,-0.06833604,8.719339,-0.40830365,0.15329298,1.1485534,-0.86841244,-6.4542093,-1.2505676,-0.5578683,-1.3955567,0.9085389,1,CT-133_slide_8,CQ500-CT-133,1,0.899314965
-6.337397,0.51086754,-3.6905594,1.8367903,-1.7532933,2.7516816,-10.074121,1.1538446,0.44137314,1.9065624,2.5748913,7.041368,9.22761,-2.545949,2.171546,5.956233,7.3466935,1.710107,-1.3410925,1.1798904,8.567022,1.0358194,9.430487,-1.9433936,0.9311297,2.7641811,-2.3773015,-7.580029,-3.110642,-0.61341554,-2.653555,0.022144463,1,CT-133_slide_9,CQ500-CT-133,1,0.899314965
-5.972097,1.269022,-3.6431346,1.130925,-0.08929222,1.0909506,-9.56609,1.0563776,0.7435321,0.80024576,1.2112025,6.7168317,8.492741,-1.052053,0.6738946,5.877532,6.9217563,2.1200597,-0.32731894,1.2567002,8.433549,0.07977529,9.063401,-0.62997615,0.25432006,1.4106339,-1.1117083,-6.7873406,-1.5451158,-0.57697934,-1.6019186,0.78751796,1,CT-133_slide_10,CQ500-CT-133,1,0.899314965
-4.194899,0.55069715,-2.4727511,1.1291893,-0.98156273,1.6888939,-6.770953,0.97549117,0.55627406,1.2393749,1.7506611,4.6645527,6.211025,-1.61863,1.2847325,4.053606,4.870482,1.3769513,-0.9300445,0.93876797,5.6856556,0.59371704,6.2792225,-1.1688566,0.65700865,1.7684869,-1.6125678,-5.0972753,-2.0539296,-0.60534805,-1.6736873,0.2268632,1,CT-133_slide_11,CQ500-CT-133,1,0.899314965
-5.819321,0.48501438,-3.357644,1.9944571,-1.7680292,2.655927,-9.430253,1.2723955,0.3784507,1.7642483,1.9592094,6.4810414,8.629733,-2.4453864,2.0082211,5.72292,6.765878,2.0290215,-1.5283512,0.9426128,8.1205635,0.76381785,9.030279,-1.7435552,1.0599308,2.4705403,-2.0442874,-7.110469,-2.532876,-0.94456565,-2.1529446,0.045059714,1,CT-133_slide_12,CQ500-CT-133,1,0.899314965
-5.968556,1.0150437,-3.622797,1.3132862,-0.58608806,1.536812,-9.448576,1.1152343,0.6504717,1.1732663,1.5415838,6.6984105,8.500288,-1.4555272,1.0980719,5.772504,6.903711,1.9889311,-0.6859148,1.1909465,8.271582,0.3533252,8.936198,-0.9961574,0.506731,1.7562739,-1.4085443,-6.8685327,-1.9116888,-0.61150914,-1.8537718,0.5405547,1,CT-133_slide_13,CQ500-CT-133,1,0.899314965
-6.24768,0.37680882,-3.5350068,2.2085216,-2.1981502,3.1959066,-10.202442,1.3170584,0.32751602,2.026289,2.5208962,6.9474854,9.348562,-2.930964,2.47544,6.0560656,7.23875,1.972884,-1.7287525,1.060729,8.637577,1.1045173,9.669203,-2.1504405,1.1917089,2.9784346,-2.5608041,-7.7507005,-3.1924624,-0.888912,-2.5938227,-0.13110176,1,CT-133_slide_14,CQ500-CT-133,1,0.899314965
-7.2505307,0.39754125,-4.133092,2.5501664,-2.4056315,3.5133746,-11.394556,1.45252,0.29544652,2.303484,2.528402,7.895388,10.503944,-3.2662263,2.7811642,6.982423,8.271703,2.264971,-2.028708,1.097463,9.835182,1.1150211,10.920662,-2.2845316,1.3444697,3.209245,-2.6342828,-8.657921,-3.3053207,-0.9815038,-2.9371367,-0.13379139,1,CT-133_slide_15,CQ500-CT-133,1,0.899314965
-2.7202406,0.29136187,-1.567942,0.93451315,-0.8881842,1.3045337,-4.307224,0.5856966,0.21711588,0.89927024,1.0378897,2.9385152,3.9769816,-1.1782877,1.0524625,2.5166354,3.0841289,0.8553241,-0.79028124,0.65089184,3.5802507,0.45333198,3.926244,-0.8695433,0.5405787,1.2382742,-1.029544,-3.2653816,-1.3626114,-0.44925222,-1.1205585,0.08086358,1,CT-133_slide_16,CQ500-CT-133,1,0.899314965
-3.1750062,0.5156505,-1.8975756,1.0723245,-0.8981607,1.4327043,-5.4498916,0.75195765,0.36182714,0.8989324,1.2381451,3.6804473,4.995611,-1.310924,1.0198358,3.1709626,3.7932105,1.2682484,-0.7621595,0.80794495,4.5206137,0.40246606,5.0370216,-0.9781238,0.5138911,1.4392213,-1.2667023,-4.149065,-1.5162253,-0.6073084,-1.1383028,0.21623619,1,CT-133_slide_17,CQ500-CT-133,1,0.899314965
3.3496482,-0.578021,2.2079706,-0.9939552,0.9216951,-1.3137975,4.926017,-1.3240402,-0.56852907,-1.2071918,-1.0601627,-4.070616,-4.8947754,1.1430571,-1.0718209,-3.3895447,-4.0299873,-1.5715743,1.3583229,-0.72252834,-4.4516754,-0.2481039,-4.7836413,0.826002,-0.85325813,-1.2248539,0.9504743,4.340755,1.2445284,1.0200971,0.96218944,-0.35710046,1,CT-133_slide_18,CQ500-CT-133,1,0.899314965
-6.353952,1.439405,-3.9033642,1.2172953,0.088130035,0.94991356,-9.99671,0.9358269,0.7025194,0.6306047,0.9011672,7.089809,8.860931,-0.85376245,0.5357938,6.225365,7.3610635,2.217334,-0.20997202,1.3221055,8.980501,-0.06221218,9.531651,-0.46683437,0.114709914,1.2369406,-0.88703126,-7.0505347,-1.2986819,-0.5350725,-1.5187193,0.9137451,1,CT-133_slide_19,CQ500-CT-133,1,0.899314965
-6.080238,1.131424,-3.6791904,1.2609956,-0.3988837,1.3932741,-9.702901,1.0974652,0.7008535,1.0215173,1.4673793,6.8219523,8.664642,-1.3240526,0.9479633,5.927168,7.0413327,2.0555944,-0.535147,1.2333795,8.506795,0.26011834,9.176842,-0.8751844,0.39334273,1.6604525,-1.3503343,-6.978822,-1.8354095,-0.59557205,-1.7833118,0.65126896,1,CT-133_slide_20,CQ500-CT-133,1,0.899314965
-2.9040077,0.45356777,-1.7267182,0.8092465,-0.6336392,1.090552,-4.613932,0.6120794,0.37983972,0.81952614,1.1317549,3.184965,4.210742,-1.04167,0.84327495,2.7393227,3.3026662,0.9153147,-0.6001269,0.764017,3.8629725,0.41642478,4.1906776,-0.75595605,0.43121397,1.1751052,-1.0414935,-3.470545,-1.3575872,-0.40961233,-1.113545,0.24088854,1,CT-133_slide_21,CQ500-CT-133,1,0.899314965
-2.6623814,0.22009952,-1.528518,0.88262725,-0.81334805,1.2460006,-4.1160207,0.58319974,0.234142,0.86957103,1.0337937,2.8044631,3.8141203,-1.1533623,0.9882425,2.5177774,2.9451342,0.82834965,-0.79665893,0.53062356,3.4475217,0.43193525,3.8276627,-0.790896,0.4936587,1.1735318,-1.024377,-3.1256354,-1.3159201,-0.39220023,-1.1046088,0.05588766,1,CT-133_slide_22,CQ500-CT-133,1,0.899314965
-2.6884415,0.5499234,-1.6639417,0.42282292,0.23745236,0.1637782,-4.300524,0.24274048,0.21653862,0.18416294,0.21289031,2.9322906,3.647825,-0.31867895,0.034908734,2.6201031,3.0420146,0.8362253,0.2233543,0.5285322,3.8503747,-0.07497056,4.065639,-0.1071791,-0.018777797,0.41690227,-0.24313875,-2.7459843,-0.31450772,0.034802873,-0.66835845,0.29761258,1,CT-133_slide_23,CQ500-CT-133,1,0.899314965
1.3739926,-0.24076067,0.9411565,-0.38602033,0.40492675,-0.5588993,1.9426987,-0.60517585,-0.24565715,-0.5202564,-0.5040755,-1.7353177,-1.9956543,0.47034076,-0.45870376,-1.4297658,-1.6806524,-0.6464169,0.5947047,-0.2824975,-1.8275021,-0.109160736,-1.9483212,0.33197203,-0.35227495,-0.5184912,0.4224491,1.8392552,0.5412693,0.42288962,0.40181285,-0.14905234,1,CT-133_slide_24,CQ500-CT-133,1,0.899314965
3.4477785,-0.53577,2.2463303,-1.0542836,0.9877356,-1.3361712,4.945349,-1.3021506,-0.550481,-1.2639517,-1.0768268,-4.1007285,-4.9163785,1.2182654,-1.1001676,-3.4362497,-4.0510845,-1.5505539,1.3913523,-0.6996267,-4.5204067,-0.27836618,-4.8062406,0.8579014,-0.91382515,-1.2676907,0.9795561,4.349646,1.2772523,0.9958722,0.99063635,-0.31897458,1,CT-133_slide_25,CQ500-CT-133,1,0.899314965
-3.4477532,0.27877367,-1.988368,1.0971013,-1.0583699,1.5962329,-5.2409444,0.6826482,0.29930055,1.1370016,1.3778565,3.6696408,4.893668,-1.4103988,1.2840687,3.210525,3.8683045,1.0151389,-1.0276144,0.6850847,4.4164553,0.600543,4.845527,-1.0359524,0.6257596,1.484042,-1.3144735,-4.0593066,-1.7506827,-0.52616453,-1.3725085,0.077515185,1,CT-133_slide_26,CQ500-CT-133,1,0.899314965
-2.691453,0.4236909,-1.6406863,0.90034413,-0.8243982,1.2692626,-4.6484404,0.9433286,0.45527574,0.9141138,1.1383147,3.1360302,4.2798467,-1.1954776,0.90423363,2.6783934,3.1882305,1.2307594,-0.8931587,0.6571086,3.7975018,0.3034013,4.2893443,-0.8547283,0.5827795,1.2823608,-1.1236231,-3.5804694,-1.3229026,-0.6564563,-0.97042763,0.18892889,1,CT-133_slide_27,CQ500-CT-133,1,0.899314965
-3.930889,0.39054474,-2.264496,1.2342652,-1.1824329,1.8311789,-6.284893,0.888006,0.39520055,1.2466886,1.669462,4.279285,5.805191,-1.696637,1.432849,3.7516122,4.4732947,1.2178807,-1.045471,0.8637366,5.241229,0.64938426,5.811374,-1.2188728,0.7118572,1.7843455,-1.6131761,-4.769057,-2.0297298,-0.5518926,-1.6472483,0.10759792,1,CT-133_slide_28,CQ500-CT-133,1,0.899314965
-3.326596,0.24226846,-1.9148026,1.0930035,-1.0786681,1.5992663,-5.0987096,0.6840918,0.25431234,1.1177713,1.3323282,3.551452,4.7541857,-1.4231137,1.2827797,3.0997548,3.735331,0.9776515,-1.0150602,0.6601668,4.277644,0.5843901,4.7228193,-1.0413859,0.62766373,1.4788053,-1.2851776,-3.9404132,-1.7020757,-0.49289522,-1.3697265,0.041997716,1,CT-133_slide_29,CQ500-CT-133,1,0.899314965
2.9218159,-0.47307584,1.9160011,-0.9028456,0.8191732,-1.1750243,4.2891736,-1.1150943,-0.41512322,-1.0076803,-0.9444584,-3.502079,-4.259697,1.0505252,-0.965361,-2.951107,-3.4457667,-1.3185676,1.1152673,-0.6173976,-3.8867283,-0.22015785,-4.185311,0.7055846,-0.7113769,-1.1070557,0.86839473,3.7563736,1.1261022,0.7913205,0.89533585,-0.2795511,1,CT-133_slide_30,CQ500-CT-133,1,0.899314965
0.23603685,-0.027454112,0.18235934,-0.100779116,0.13909471,-0.13060759,0.2493358,-0.23861486,-0.023326876,-0.12719697,-0.06343803,-0.3790211,-0.36419326,0.12447368,-0.12956992,-0.31304222,-0.30349144,-0.17910385,0.19530046,-0.016540913,-0.3527074,0.032883555,-0.36851028,0.045938425,-0.13555726,-0.10238787,0.043067113,0.39410162,0.056393754,0.12944038,0.060313925,-0.031659443,1,CT-133_slide_31,CQ500-CT-133,1,0.899314965
-1.6861457,0.26059616,-1.0053728,0.4296737,-0.28349963,0.6112216,-2.6262314,0.23798521,0.16954891,0.3786004,0.5786267,1.7783093,2.3937938,-0.45755568,0.4427009,1.5844048,1.9123566,0.50706303,-0.3475723,0.43424204,2.1607194,0.2146662,2.3544872,-0.33942413,0.12223202,0.57083833,-0.56729865,-1.9688381,-0.7374667,-0.2563575,-0.54303885,0.17836277,1,CT-133_slide_32,CQ500-CT-133,1,0.899314965
-3.2125378,0.27872396,-1.8613958,0.9956315,-0.9112973,1.4626644,-4.9081454,0.4929159,0.21638939,0.9525955,1.3245904,3.411733,4.5612307,-1.2749348,1.1637162,2.9705276,3.6077173,0.8509369,-0.8087543,0.68309575,4.109873,0.58329517,4.515163,-0.93141294,0.44007683,1.3850602,-1.248253,-3.7706957,-1.6719413,-0.3627492,-1.3256961,0.07092853,1,CT-133_slide_33,CQ500-CT-133,1,0.899314965
3.3967135,-0.54144615,2.2316334,-1.0721956,0.99330777,-1.3570591,4.903523,-1.3412435,-0.51874924,-1.2506652,-1.0327333,-4.0691934,-4.895357,1.2049861,-1.1379222,-3.4110212,-4.007803,-1.570953,1.4184055,-0.69635767,-4.4735937,-0.24825467,-4.7818637,0.8429078,-0.9104785,-1.2546217,0.94275695,4.3324,1.2514755,1.0154117,0.98861533,-0.33323577,1,CT-133_slide_34,CQ500-CT-133,1,0.899314965
4.651486,-0.77324605,2.9960518,-1.3596201,1.2664025,-1.7016804,6.6977863,-1.6504859,-0.8335383,-1.6744543,-1.4418371,-5.518718,-6.599495,1.5855883,-1.3797206,-4.5791698,-5.51666,-2.0727804,1.8272282,-0.9852025,-6.063159,-0.40801787,-6.413788,1.1661291,-1.212007,-1.6640345,1.3156884,5.8183427,1.706269,1.3561776,1.2872641,-0.45425078,1,CT-133_slide_35,CQ500-CT-133,1,0.899314965
-6.596204,0.41681352,-3.770552,2.3120806,-2.1382365,3.1375375,-10.503071,1.4024993,0.3215945,2.0691228,2.2279403,7.223354,9.641624,-2.9329515,2.440219,6.4158373,7.5640492,2.1925044,-1.8392085,0.98629135,9.066296,0.93004805,10.081154,-2.0430515,1.2340721,2.8811078,-2.3607748,-7.9402924,-2.9157472,-0.97830486,-2.5701785,-0.07063007,1,CT-133_slide_36,CQ500-CT-133,1,0.899314965
-2.9836829,0.3734782,-1.8252211,0.95701003,-0.893009,1.3892367,-4.828767,0.8345505,0.37547743,0.98239917,1.2356747,3.3411586,4.464773,-1.2513304,1.043275,2.867732,3.44552,1.1228073,-0.946099,0.68068033,4.006086,0.42432338,4.4324775,-0.91382265,0.55129784,1.356586,-1.220432,-3.7612393,-1.4705842,-0.5848909,-1.1019012,0.13945799,1,CT-133_slide_37,CQ500-CT-133,1,0.899314965
-0.9163427,0.2315389,-0.56074786,0.17349407,-0.015913881,0.22609188,-1.5105209,0.02960541,0.09813018,0.086709276,0.280862,0.97005326,1.3216994,-0.13222738,0.1314283,0.84168595,1.0628036,0.25385603,-0.035726257,0.33844846,1.1784256,0.10104345,1.2756832,-0.12144061,-0.04439623,0.2414764,-0.28263468,-1.0851669,-0.3718402,-0.12697671,-0.2324902,0.17970186,1,CT-133_slide_38,CQ500-CT-133,1,0.899314965
-3.6501153,0.3816138,-2.1103435,1.151999,-1.1300341,1.8107194,-6.075868,0.77212787,0.33445817,1.0930706,1.7662387,4.044493,5.5297384,-1.6494337,1.351739,3.5067048,4.203215,1.1032454,-0.8593062,0.86254996,4.976768,0.6839378,5.5616875,-1.2266397,0.53902197,1.8062755,-1.710456,-4.6065087,-2.0692213,-0.42936012,-1.5811002,0.06986074,1,CT-133_slide_39,CQ500-CT-133,1,0.899314965
-0.7949269,0.14129205,-0.47761172,0.2298882,-0.14600152,0.24397153,-1.17329,0.119148366,0.14163327,0.23850381,0.17648977,0.8101256,1.0554112,-0.16855061,0.18752101,0.68891436,0.8918087,0.26501322,-0.26313362,0.21365705,0.9445825,0.111443326,0.97318965,-0.18036301,0.1412647,0.21459094,-0.19042604,-0.87509197,-0.26732832,-0.21462639,-0.1654476,0.113221824,1,CT-133_slide_40,CQ500-CT-133,1,0.899314965
-5.744101,0.45947537,-3.3027847,2.040411,-1.9022939,2.8047974,-9.436388,1.214074,0.3238435,1.7659758,2.1321695,6.4257927,8.629464,-2.5654602,2.1359894,5.612647,6.7126184,1.9221697,-1.5206647,1.002414,8.043293,0.888699,8.970531,-1.883445,1.0413847,2.6328177,-2.2118676,-7.1287265,-2.747991,-0.87338036,-2.2667418,-0.030995924,1,CT-133_slide_41,CQ500-CT-133,1,0.899314965
-1.8761389,0.21134277,-1.0903189,0.6293386,-0.5895222,0.89722925,-2.9750795,0.36736432,0.15860859,0.5878499,0.7426159,2.024636,2.7332728,-0.76990896,0.7009441,1.7248168,2.127488,0.55885434,-0.54515576,0.4817658,2.4295712,0.33406305,2.6764286,-0.6016742,0.3163298,0.843372,-0.73659223,-2.2863183,-0.9618686,-0.3213069,-0.741016,0.0806956,1,CT-133_slide_42,CQ500-CT-133,1,0.899314965
4.699886,-0.7750804,3.0301821,-1.3657278,1.2573844,-1.716888,6.7605195,-1.6645331,-0.8367433,-1.6824425,-1.474947,-5.560884,-6.662447,1.595365,-1.3951832,-4.6314163,-5.5597672,-2.090677,1.8338524,-0.9868141,-6.1227074,-0.40800387,-6.4825015,1.1588696,-1.2037424,-1.6799976,1.336955,5.8594112,1.7324319,1.3497734,1.3145169,-0.45894518,1,CT-133_slide_43,CQ500-CT-133,1,0.899314965
-2.8733115,0.5053201,-1.7563264,0.94368905,-0.76633966,1.2420561,-4.865866,0.86389995,0.42616898,0.8434308,1.0993655,3.307135,4.4737973,-1.1580005,0.8861279,2.8599472,3.3722808,1.2448822,-0.8251739,0.7002757,4.019097,0.30074638,4.4956827,-0.8207654,0.5303334,1.2619,-1.1123512,-3.7291298,-1.3260993,-0.6094731,-0.98298454,0.23311438,1,CT-133_slide_44,CQ500-CT-133,1,0.899314965
5.0815377,-0.8245997,3.2823863,-1.5027329,1.3728262,-1.8762517,7.334564,-1.7979224,-0.8848029,-1.8153304,-1.5941813,-6.007603,-7.229558,1.7541686,-1.5086831,-5.0145016,-6.004178,-2.2729228,1.99482,-1.051288,-6.6356907,-0.42956215,-7.0510726,1.2498293,-1.2912978,-1.8335696,1.452481,6.351899,1.877899,1.452452,1.431617,-0.48007175,1,CT-133_slide_45,CQ500-CT-133,1,0.899314965
-2.4034398,0.26317593,-1.4628664,0.8103812,-0.7812995,1.1812305,-3.9002342,0.61592984,0.2531206,0.80626017,1.044647,2.671572,3.5882308,-1.063794,0.8995676,2.2619019,2.7605438,0.8109782,-0.7495934,0.5699915,3.2019095,0.4015337,3.5557396,-0.79695237,0.43389443,1.1559588,-1.017121,-3.019984,-1.2600592,-0.39323738,-0.9769804,0.06260515,1,CT-133_slide_46,CQ500-CT-133,1,0.899314965
-3.547968,0.5635525,-2.1293201,1.1859437,-0.95556635,1.5266683,-5.988609,0.65338624,0.29077753,0.9238136,1.2751806,4.1128726,5.4820423,-1.3805931,1.093315,3.504077,4.2671137,1.2859164,-0.7155306,0.86768514,5.0518556,0.45514542,5.5732656,-1.0550048,0.4722183,1.5479059,-1.3101943,-4.5341096,-1.619411,-0.5593636,-1.2772379,0.20403929,1,CT-133_slide_47,CQ500-CT-133,1,0.899314965
-6.8622823,0.46039116,-3.9136786,2.3510711,-2.1507807,3.2262354,-10.863974,1.3366821,0.3396087,2.083261,2.4165587,7.4973164,9.979525,-2.986109,2.5221443,6.6255326,7.8697095,2.1442835,-1.802852,1.0856992,9.354513,1.0337158,10.37961,-2.1072857,1.1946108,2.9871721,-2.4957755,-8.222399,-3.140706,-0.91260517,-2.7342167,-0.05197903,1,CT-133_slide_48,CQ500-CT-133,1,0.899314965
-3.5803728,0.476279,-2.1050317,1.1997699,-1.0997629,1.7130885,-6.235689,1.1032915,0.512804,1.1347629,1.4904118,4.1309466,5.6947813,-1.5806255,1.2107177,3.6231332,4.259851,1.536785,-1.0621444,0.7557809,5.136691,0.43986785,5.823558,-1.1571851,0.72114253,1.6859827,-1.529861,-4.716681,-1.7709497,-0.7677276,-1.3037031,0.16462879,1,CT-133_slide_49,CQ500-CT-133,1,0.899314965
-5.394938,0.4877038,-3.085391,1.8857641,-1.7488748,2.6070435,-8.885229,1.1703022,0.3659413,1.6630971,2.0218813,6.0342913,8.144728,-2.3745043,1.9716585,5.302891,6.3137465,1.8621658,-1.4280814,0.98059934,7.5578585,0.80630314,8.428518,-1.73806,0.97792375,2.4501774,-2.0859497,-6.7192492,-2.5855932,-0.865842,-2.0942702,0.039935898,1,CT-133_slide_50,CQ500-CT-133,1,0.899314965
-5.448051,0.48906487,-3.1222687,1.9040364,-1.7470646,2.6159632,-9.048333,1.2076701,0.37605274,1.6436765,2.0274355,6.1334434,8.2559805,-2.4027293,1.9606568,5.348484,6.4125323,1.880829,-1.4131678,0.958676,7.6871324,0.79862046,8.606528,-1.7692728,0.9788076,2.4842758,-2.099099,-6.813013,-2.5998352,-0.84119195,-2.134163,0.006402407,1,CT-133_slide_51,CQ500-CT-133,1,0.899314965
